id,partner,alcon_id,created_at,skus
53960,kb-12,f23bb237ff981be6fa56988968c8645a,2024-07-23 01:52:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53961,kb-12,ed58df3351125558a6fe584993345bdd,2024-07-23 02:07:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53962,kb-12,6e1f71e48fed90a2755af2581894669f,2024-07-23 02:08:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53963,kb-12,ca1fdf465bb272407ad734406678c1d0,2024-07-23 02:19:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53964,kb-12,369eee28d0386d71842903d9e70855cb,2024-07-23 02:27:02,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""1"", ""size"": 3}]"
53965,kb-12,f0a0b9f7fc6ee0721ab9144f6f27a4af,2024-07-23 02:30:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53966,kb-12,b15caea12d54d1cda095bab764d0efee,2024-07-23 02:35:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53967,kb-12,90bc4c1f37f8e82d70d5bf66a37e8770,2024-07-23 02:37:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53968,kb-12,a2aaf576dfcc0b42a007d1fbec07a1ff,2024-07-23 02:37:04,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""2"", ""size"": 30}]"
53969,kb-12,237e19d6f87ed775dcd36677984b62a6,2024-07-23 02:42:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53970,kb-12,329340fa0459f5077a456565755b23cd,2024-07-23 02:51:02,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""2"", ""size"": 30}]"
53971,kb-12,36c152a2cfefbe80959eb379603f75aa,2024-07-23 02:55:02,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""2"", ""size"": 30}]"
53972,kb-12,7996cc6cf9561717b58a284153f08bc9,2024-07-23 03:08:03,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""2"", ""size"": 3}]"
53973,kb-12,e13349a78eb3190a7473a21221f06942,2024-07-23 03:22:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53974,kb-12,445f6c7af89c77bcd869e467d76e893d,2024-07-23 03:48:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53975,kb-12,eaf752161b718580bd1cb2072216a32c,2024-07-23 03:50:03,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""1"", ""size"": 3}]"
53976,kb-12,1986838a0b4286bf2d34b3b2244a40a8,2024-07-23 03:51:03,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""2"", ""size"": 3}]"
53977,kb-12,4a8c1e3d7fada27d4ca85e859bf4fd3d,2024-07-23 03:53:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53978,kb-12,2a38dcf512505ac3a6e374bae1a3a3b6,2024-07-23 03:53:04,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""1"", ""size"": 30}]"
53979,kb-12,4e67cece5d52c0b448f654f460cce064,2024-07-23 03:53:06,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""3"", ""size"": 30}]"
53980,kb-12,5ff416013c6f4d7419a75e28e1710b52,2024-07-23 03:53:07,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
